País de residencia	Tipo de dato	Gastos y duración media de los viajes	Periodo	Total
Alemania	Dato base	Gasto total	2017M04	1.106,29
Alemania	Dato base	Gasto total	2017M03	703,29
Alemania	Dato base	Gasto total	2017M02	531,38
Alemania	Dato base	Gasto total	2017M01	524,54
Alemania	Dato base	Gasto total	2016M12	507,34
Alemania	Dato base	Gasto total	2016M11	529,47
Alemania	Dato base	Gasto total	2016M10	1.252,16
Alemania	Dato base	Gasto total	2016M09	1.279,46
Alemania	Dato base	Gasto total	2016M08	1.449,51
Alemania	Dato base	Gasto total	2016M07	1.328,19
Alemania	Dato base	Gasto total	2016M06	1.180,99
Alemania	Dato base	Gasto total	2016M05	1.106,14
Alemania	Dato base	Gasto total	2016M04	811,79
Alemania	Dato base	Gasto total	2016M03	709,67
Alemania	Dato base	Gasto total	2016M02	474,44
Alemania	Dato base	Gasto total	2016M01	469,04
Alemania	Dato base	Gasto total	2015M12	419,04
Alemania	Dato base	Gasto total	2015M11	512,06
Alemania	Dato base	Gasto total	2015M10	1.022,25
Alemania	Dato base	Gasto medio por persona	2020M09	1.019
Alemania	Dato base	Gasto medio por persona	2020M08	1.103
Alemania	Dato base	Gasto medio por persona	2020M07	1.057
Alemania	Dato base	Gasto medio por persona	2020M06	882
Alemania	Dato base	Gasto medio por persona	2020M05	0
Alemania	Dato base	Gasto medio por persona	2020M04	0
Alemania	Dato base	Gasto medio por persona	2020M03	1.056
Alemania	Dato base	Gasto medio por persona	2020M02	1.072
Alemania	Dato base	Gasto medio por persona	2020M01	1.154
Alemania	Dato base	Gasto medio por persona	2019M12	1.153
Alemania	Dato base	Gasto medio por persona	2019M11	1.088
Alemania	Dato base	Gasto medio por persona	2019M10	1.057
Alemania	Dato base	Gasto medio por persona	2019M09	1.037
Alemania	Dato base	Gasto medio por persona	2019M08	1.148
Alemania	Dato base	Gasto medio por persona	2019M07	1.131
Alemania	Dato base	Gasto medio por persona	2019M06	996
Alemania	Dato base	Gasto medio por persona	2019M05	951
Alemania	Dato base	Gasto medio por persona	2019M04	960
Alemania	Dato base	Gasto medio por persona	2019M03	1.018
Alemania	Dato base	Gasto medio por persona	2019M02	1.030
Alemania	Dato base	Gasto medio por persona	2019M01	1.064
Alemania	Dato base	Gasto medio por persona	2018M12	1.083
Alemania	Dato base	Gasto medio por persona	2018M11	1.081
Alemania	Dato base	Gasto medio por persona	2018M10	1.035
Alemania	Dato base	Gasto medio por persona	2018M09	1.056
Alemania	Dato base	Gasto medio por persona	2018M08	1.153
Alemania	Dato base	Gasto medio por persona	2018M07	1.096
Alemania	Dato base	Gasto medio por persona	2018M06	1.006
Alemania	Dato base	Gasto medio por persona	2018M05	978
Alemania	Dato base	Gasto medio por persona	2018M04	972
Alemania	Dato base	Gasto medio por persona	2018M03	1.040
Alemania	Dato base	Gasto medio por persona	2018M02	1.014
Alemania	Dato base	Gasto medio por persona	2018M01	1.078
Alemania	Dato base	Gasto medio por persona	2017M12	1.098
Alemania	Dato base	Gasto medio por persona	2017M11	1.041
Alemania	Dato base	Gasto medio por persona	2017M10	1.020
Alemania	Dato base	Gasto medio por persona	2017M09	1.031
Alemania	Dato base	Gasto medio por persona	2017M08	1.132
Alemania	Dato base	Gasto medio por persona	2017M07	1.080
Alemania	Dato base	Gasto medio por persona	2017M06	990
Alemania	Dato base	Gasto medio por persona	2017M05	929
Alemania	Dato base	Gasto medio por persona	2017M04	971
Alemania	Dato base	Gasto medio por persona	2017M03	979
Alemania	Dato base	Gasto medio por persona	2017M02	1.025
Alemania	Dato base	Gasto medio por persona	2017M01	1.088
Alemania	Dato base	Gasto medio por persona	2016M12	1.112
Alemania	Dato base	Gasto medio por persona	2016M11	971
Alemania	Dato base	Gasto medio por persona	2016M10	978
Alemania	Dato base	Gasto medio por persona	2016M09	990
Alemania	Dato base	Gasto medio por persona	2016M08	1.061
Alemania	Dato base	Gasto medio por persona	2016M07	1.025
Alemania	Dato base	Gasto medio por persona	2016M06	966
Alemania	Dato base	Gasto medio por persona	2016M05	928
Alemania	Dato base	Gasto medio por persona	2016M04	937
Alemania	Dato base	Gasto medio por persona	2016M03	962
Alemania	Dato base	Gasto medio por persona	2016M02	981
Alemania	Dato base	Gasto medio por persona	2016M01	1.000
Alemania	Dato base	Gasto medio por persona	2015M12	1.045
Alemania	Dato base	Gasto medio por persona	2015M11	1.004
Alemania	Dato base	Gasto medio por persona	2015M10	958
Alemania	Dato base	Gasto medio diario por persona	2020M09	105
Alemania	Dato base	Gasto medio diario por persona	2020M08	129
Alemania	Dato base	Gasto medio diario por persona	2020M07	118
Alemania	Dato base	Gasto medio diario por persona	2020M06	122
Alemania	Dato base	Gasto medio diario por persona	2020M05	0
Alemania	Dato base	Gasto medio diario por persona	2020M04	0
Alemania	Dato base	Gasto medio diario por persona	2020M03	132
Alemania	Dato base	Gasto medio diario por persona	2020M02	138
Alemania	Dato base	Gasto medio diario por persona	2020M01	121
Alemania	Dato base	Gasto medio diario por persona	2019M12	121
Alemania	Dato base	Gasto medio diario por persona	2019M11	134
Alemania	Dato base	Gasto medio diario por persona	2019M10	138
Alemania	Dato base	Gasto medio diario por persona	2019M09	147
Alemania	Dato base	Gasto medio diario por persona	2019M08	143
Alemania	Dato base	Gasto medio diario por persona	2019M07	143
Alemania	Dato base	Gasto medio diario por persona	2019M06	145
Alemania	Dato base	Gasto medio diario por persona	2019M05	143
Alemania	Dato base	Gasto medio diario por persona	2019M04	130
Alemania	Dato base	Gasto medio diario por persona	2019M03	142
Alemania	Dato base	Gasto medio diario por persona	2019M02	130
Alemania	Dato base	Gasto medio diario por persona	2019M01	118
Alemania	Dato base	Gasto medio diario por persona	2018M12	118
Alemania	Dato base	Gasto medio diario por persona	2018M11	127
Alemania	Dato base	Gasto medio diario por persona	2018M10	131
Alemania	Dato base	Gasto medio diario por persona	2018M09	132
Alemania	Dato base	Gasto medio diario por persona	2018M08	139
Alemania	Dato base	Gasto medio diario por persona	2018M07	144
Alemania	Dato base	Gasto medio diario por persona	2018M06	144
Alemania	Dato base	Gasto medio diario por persona	2018M05	139
Alemania	Dato base	Gasto medio diario por persona	2018M04	127
Alemania	Dato base	Gasto medio diario por persona	2018M03	126
Alemania	Dato base	Gasto medio diario por persona	2018M02	118
Alemania	Dato base	Gasto medio diario por persona	2018M01	112
Alemania	Dato base	Gasto medio diario por persona	2017M12	112
Alemania	Dato base	Gasto medio diario por persona	2017M11	122
Alemania	Dato base	Gasto medio diario por persona	2017M10	127
Alemania	Dato base	Gasto medio diario por persona	2017M09	130
Alemania	Dato base	Gasto medio diario por persona	2017M08	123
Alemania	Dato base	Gasto medio diario por persona	2017M07	129
Alemania	Dato base	Gasto medio diario por persona	2017M06	124
Alemania	Dato base	Gasto medio diario por persona	2017M05	137
Alemania	Dato base	Gasto medio diario por persona	2017M04	121
Alemania	Dato base	Gasto medio diario por persona	2017M03	125
Alemania	Dato base	Gasto medio diario por persona	2017M02	106
Alemania	Dato base	Gasto medio diario por persona	2017M01	111
Alemania	Dato base	Gasto medio diario por persona	2016M12	107
Alemania	Dato base	Gasto medio diario por persona	2016M11	124
Alemania	Dato base	Gasto medio diario por persona	2016M10	121
Alemania	Dato base	Gasto medio diario por persona	2016M09	120
Alemania	Dato base	Gasto medio diario por persona	2016M08	118
Alemania	Dato base	Gasto medio diario por persona	2016M07	123
Alemania	Dato base	Gasto medio diario por persona	2016M06	124
Alemania	Dato base	Gasto medio diario por persona	2016M05	127
Alemania	Dato base	Gasto medio diario por persona	2016M04	110
Alemania	Dato base	Gasto medio diario por persona	2016M03	117
Alemania	Dato base	Gasto medio diario por persona	2016M02	115
Alemania	Dato base	Gasto medio diario por persona	2016M01	102
Alemania	Dato base	Gasto medio diario por persona	2015M12	103
Alemania	Dato base	Gasto medio diario por persona	2015M11	117
Alemania	Dato base	Gasto medio diario por persona	2015M10	102
Alemania	Dato base	Duración media de los viajes	2020M09	9,75
Alemania	Dato base	Duración media de los viajes	2020M08	8,56
Alemania	Dato base	Duración media de los viajes	2020M07	8,93
Alemania	Dato base	Duración media de los viajes	2020M06	7,24
Alemania	Dato base	Duración media de los viajes	2020M05	0,00
Alemania	Dato base	Duración media de los viajes	2020M04	0,00
Alemania	Dato base	Duración media de los viajes	2020M03	7,98
Alemania	Dato base	Duración media de los viajes	2020M02	7,78
Alemania	Dato base	Duración media de los viajes	2020M01	9,50
Alemania	Dato base	Duración media de los viajes	2019M12	9,54
Alemania	Dato base	Duración media de los viajes	2019M11	8,12
Alemania	Dato base	Duración media de los viajes	2019M10	7,67
Alemania	Dato base	Duración media de los viajes	2019M09	7,05
Alemania	Dato base	Duración media de los viajes	2019M08	8,01
Alemania	Dato base	Duración media de los viajes	2019M07	7,90
Alemania	Dato base	Duración media de los viajes	2019M06	6,86
Alemania	Dato base	Duración media de los viajes	2019M05	6,66
Alemania	Dato base	Duración media de los viajes	2019M04	7,36
Alemania	Dato base	Duración media de los viajes	2019M03	7,16
Alemania	Dato base	Duración media de los viajes	2019M02	7,89
Alemania	Dato base	Duración media de los viajes	2019M01	9,01
Alemania	Dato base	Duración media de los viajes	2018M12	9,15
Alemania	Dato base	Duración media de los viajes	2018M11	8,52
Alemania	Dato base	Duración media de los viajes	2018M10	7,89
Alemania	Dato base	Duración media de los viajes	2018M09	8,00
Alemania	Dato base	Duración media de los viajes	2018M08	8,28
Alemania	Dato base	Duración media de los viajes	2018M07	7,60
Alemania	Dato base	Duración media de los viajes	2018M06	6,99
Alemania	Dato base	Duración media de los viajes	2018M05	7,03
Alemania	Dato base	Duración media de los viajes	2018M04	7,67
Alemania	Dato base	Duración media de los viajes	2018M03	8,25
Alemania	Dato base	Duración media de los viajes	2018M02	8,61
Alemania	Dato base	Duración media de los viajes	2018M01	9,60
Alemania	Dato base	Duración media de los viajes	2017M12	9,83
Alemania	Dato base	Duración media de los viajes	2017M11	8,51
Alemania	Dato base	Duración media de los viajes	2017M10	8,04
Alemania	Dato base	Duración media de los viajes	2017M09	7,92
Alemania	Dato base	Duración media de los viajes	2017M08	9,24
Alemania	Dato base	Duración media de los viajes	2017M07	8,34
Alemania	Dato base	Duración media de los viajes	2017M06	7,99
Alemania	Dato base	Duración media de los viajes	2017M05	6,81
Alemania	Dato base	Duración media de los viajes	2017M04	8,03
Alemania	Dato base	Duración media de los viajes	2017M03	7,81
Alemania	Dato base	Duración media de los viajes	2017M02	9,64
Alemania	Dato base	Duración media de los viajes	2017M01	9,81
Alemania	Dato base	Duración media de los viajes	2016M12	10,40
Alemania	Dato base	Duración media de los viajes	2016M11	7,81
Alemania	Dato base	Duración media de los viajes	2016M10	8,06
Alemania	Dato base	Duración media de los viajes	2016M09	8,22
Alemania	Dato base	Duración media de los viajes	2016M08	9,00
Alemania	Dato base	Duración media de los viajes	2016M07	8,35
Alemania	Dato base	Duración media de los viajes	2016M06	7,82
Alemania	Dato base	Duración media de los viajes	2016M05	7,29
Alemania	Dato base	Duración media de los viajes	2016M04	8,51
Alemania	Dato base	Duración media de los viajes	2016M03	8,21
Alemania	Dato base	Duración media de los viajes	2016M02	8,53
Alemania	Dato base	Duración media de los viajes	2016M01	9,79
Alemania	Dato base	Duración media de los viajes	2015M12	10,18
Alemania	Dato base	Duración media de los viajes	2015M11	8,59
Alemania	Dato base	Duración media de los viajes	2015M10	9,39
Alemania	Tasa de variación anual	Gasto total	2020M09	-92,97
Alemania	Tasa de variación anual	Gasto total	2020M08	-74,65
Alemania	Tasa de variación anual	Gasto total	2020M07	-67,50
Alemania	Tasa de variación anual	Gasto total	2020M06	-97,69
Alemania	Tasa de variación anual	Gasto total	2020M05	-100,00
Alemania	Tasa de variación anual	Gasto total	2020M04	-100,00
Alemania	Tasa de variación anual	Gasto total	2020M03	-64,36
Alemania	Tasa de variación anual	Gasto total	2020M02	3,02
Alemania	Tasa de variación anual	Gasto total	2020M01	3,47
Alemania	Tasa de variación anual	Gasto total	2019M12	-1,83
Alemania	Tasa de variación anual	Gasto total	2019M11	-0,43
Alemania	Tasa de variación anual	Gasto total	2019M10	-6,47
Alemania	Tasa de variación anual	Gasto total	2019M09	-8,80
Alemania	Tasa de variación anual	Gasto total	2019M08	-10,79
Alemania	Tasa de variación anual	Gasto total	2019M07	0,09
Alemania	Tasa de variación anual	Gasto total	2019M06	6,28
Alemania	Tasa de variación anual	Gasto total	2019M05	-10,67
Alemania	Tasa de variación anual	Gasto total	2019M04	15,41
Alemania	Tasa de variación anual	Gasto total	2019M03	-3,79
Alemania	Tasa de variación anual	Gasto total	2019M02	3,82
Alemania	Tasa de variación anual	Gasto total	2019M01	1,68
Alemania	Tasa de variación anual	Gasto total	2018M12	10,03
Alemania	Tasa de variación anual	Gasto total	2018M11	0,77
Alemania	Tasa de variación anual	Gasto total	2018M10	2,02
Alemania	Tasa de variación anual	Gasto total	2018M09	-0,61
Alemania	Tasa de variación anual	Gasto total	2018M08	-4,23
Alemania	Tasa de variación anual	Gasto total	2018M07	-6,13
Alemania	Tasa de variación anual	Gasto total	2018M06	-13,64
Alemania	Tasa de variación anual	Gasto total	2018M05	4,42
Alemania	Tasa de variación anual	Gasto total	2018M04	-19,36
Alemania	Tasa de variación anual	Gasto total	2018M03	21,72
Alemania	Tasa de variación anual	Gasto total	2018M02	2,29
Alemania	Tasa de variación anual	Gasto total	2018M01	3,25
Alemania	Tasa de variación anual	Gasto total	2017M12	4,20
Alemania	Tasa de variación anual	Gasto total	2017M11	16,51
Alemania	Tasa de variación anual	Gasto total	2017M10	-0,39
Alemania	Tasa de variación anual	Gasto total	2017M09	13,18
Alemania	Tasa de variación anual	Gasto total	2017M08	4,78
Alemania	Tasa de variación anual	Gasto total	2017M07	12,68
Alemania	Tasa de variación anual	Gasto total	2017M06	19,00
Alemania	Tasa de variación anual	Gasto total	2017M05	0,01
Alemania	Tasa de variación anual	Gasto total	2017M04	36,28
Alemania	Tasa de variación anual	Gasto total	2017M03	-0,90
Alemania	Tasa de variación anual	Gasto total	2017M02	12,00
Alemania	Tasa de variación anual	Gasto total	2017M01	11,83
Alemania	Tasa de variación anual	Gasto total	2016M12	21,07
Alemania	Tasa de variación anual	Gasto total	2016M11	3,40
Alemania	Tasa de variación anual	Gasto total	2016M10	22,49
Alemania	Tasa de variación anual	Gasto total	2016M09	-0,09
Alemania	Tasa de variación anual	Gasto total	2016M08	0,78
Alemania	Tasa de variación anual	Gasto total	2016M07	2,76
Alemania	Tasa de variación anual	Gasto total	2016M06	14,53
Alemania	Tasa de variación anual	Gasto total	2016M05	4,59
Alemania	Tasa de variación anual	Gasto total	2016M04	1,92
Alemania	Tasa de variación anual	Gasto total	2016M03	6,14
Alemania	Tasa de variación anual	Gasto total	2016M02	3,48
Alemania	Tasa de variación anual	Gasto total	2016M01	-10,07
Alemania	Tasa de variación anual	Gasto total	2015M12	-17,49
Alemania	Tasa de variación anual	Gasto total	2015M11	-8,67
Alemania	Tasa de variación anual	Gasto total	2015M10	-1,61
Alemania	Tasa de variación anual	Gasto medio por persona	2020M09	-1,71
Alemania	Tasa de variación anual	Gasto medio por persona	2020M08	-3,95
Alemania	Tasa de variación anual	Gasto medio por persona	2020M07	-6,53
Alemania	Tasa de variación anual	Gasto medio por persona	2020M06	-11,46
